name,url,type,website
Norepinephrine (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/norepinephrine-intravenous-route/description/drg-20490844,drug,Mayo Clinic
Levorphanol (Oral Route),https://www.mayoclinic.org//drugs-supplements/levorphanol-oral-route/description/drg-20074036,drug,Mayo Clinic
Levothyroxine (Oral Route),https://www.mayoclinic.org//drugs-supplements/levothyroxine-oral-route/description/drg-20072133,drug,Mayo Clinic
Levothyroxine (Injection Route),https://www.mayoclinic.org//drugs-supplements/levothyroxine-injection-route/description/drg-20072053,drug,Mayo Clinic
Levothyroxine (Oral Route),https://www.mayoclinic.org//drugs-supplements/levothyroxine-oral-route/description/drg-20072133,drug,Mayo Clinic
Levothyroxine (Oral Route),https://www.mayoclinic.org//drugs-supplements/levothyroxine-oral-route/description/drg-20072133,drug,Mayo Clinic
"Anticholinergics And Antispasmodics (Oral Route, Parenteral Route, Rectal Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/anticholinergics-and-antispasmodics-oral-route-parenteral-route-rectal-route-transdermal-route/description/drg-20070312,drug,Mayo Clinic
"Anticholinergics And Antispasmodics (Oral Route, Parenteral Route, Rectal Route, Transdermal Route)",https://www.mayoclinic.org//drugs-supplements/anticholinergics-and-antispasmodics-oral-route-parenteral-route-rectal-route-transdermal-route/description/drg-20070312,drug,Mayo Clinic
Aminolevulinic Acid (Topical Route),https://www.mayoclinic.org//drugs-supplements/aminolevulinic-acid-topical-route/description/drg-20061659,drug,Mayo Clinic
Escitalopram (Oral Route),https://www.mayoclinic.org//drugs-supplements/escitalopram-oral-route/description/drg-20063707,drug,Mayo Clinic
Halobetasol (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/halobetasol-topical-application-route/description/drg-20073707,drug,Mayo Clinic
Regadenoson (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/regadenoson-intravenous-route/description/drg-20071632,drug,Mayo Clinic
Fosamprenavir (Oral Route),https://www.mayoclinic.org//drugs-supplements/fosamprenavir-oral-route/description/drg-20067679,drug,Mayo Clinic
Mesalamine (Oral Route),https://www.mayoclinic.org//drugs-supplements/mesalamine-oral-route/description/drg-20064708,drug,Mayo Clinic
Chlordiazepoxide And Clidinium (Oral Route),https://www.mayoclinic.org//drugs-supplements/chlordiazepoxide-and-clidinium-oral-route/description/drg-20074928,drug,Mayo Clinic
Chlordiazepoxide Hydrochloride (Oral Route),https://www.mayoclinic.org//drugs-supplements/chlordiazepoxide-hydrochloride-oral-route/description/drg-20072246,drug,Mayo Clinic
Cemiplimab-Rwlc (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/cemiplimab-rwlc-intravenous-route/description/drg-20444105,drug,Mayo Clinic
Diclofenac (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/diclofenac-topical-application-route/description/drg-20063434,drug,Mayo Clinic
Pyrethrum Extract And Piperonyl Butoxide (Topical Route),https://www.mayoclinic.org//drugs-supplements/pyrethrum-extract-and-piperonyl-butoxide-topical-route/description/drg-20068537,drug,Mayo Clinic
Pyrethrum Extract And Piperonyl Butoxide (Topical Route),https://www.mayoclinic.org//drugs-supplements/pyrethrum-extract-and-piperonyl-butoxide-topical-route/description/drg-20068537,drug,Mayo Clinic
Lidocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-topical-application-route/description/drg-20072776,drug,Mayo Clinic
"Lidocaine And Hydrocortisone (Topical Application Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/lidocaine-and-hydrocortisone-topical-application-route-rectal-route/description/drg-20072751,drug,Mayo Clinic
"Anesthetic, Local (Topical Application Route)",https://www.mayoclinic.org//drugs-supplements/anesthetic-local-topical-application-route/description/drg-20070024,drug,Mayo Clinic
"Lidocaine And Hydrocortisone (Topical Application Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/lidocaine-and-hydrocortisone-topical-application-route-rectal-route/description/drg-20072751,drug,Mayo Clinic
"Anesthetic, Local (Topical Application Route)",https://www.mayoclinic.org//drugs-supplements/anesthetic-local-topical-application-route/description/drg-20070024,drug,Mayo Clinic
Fluocinonide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/fluocinonide-topical-application-route/description/drg-20073636,drug,Mayo Clinic
Fluocinonide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/fluocinonide-topical-application-route/description/drg-20073636,drug,Mayo Clinic
Fluocinonide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/fluocinonide-topical-application-route/description/drg-20073636,drug,Mayo Clinic
Fluocinonide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/fluocinonide-topical-application-route/description/drg-20073636,drug,Mayo Clinic
Fluocinonide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/fluocinonide-topical-application-route/description/drg-20073636,drug,Mayo Clinic
Lidocaine (Injection Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-injection-route/description/drg-20452273,drug,Mayo Clinic
Lidocaine (Intradermal Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-intradermal-route/description/drg-20137337,drug,Mayo Clinic
Lidocaine (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-ophthalmic-route/description/drg-20072353,drug,Mayo Clinic
Lidocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-topical-application-route/description/drg-20072776,drug,Mayo Clinic
Lidocaine And Epinephrine (Injection Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-and-epinephrine-injection-route/description/drg-20452177,drug,Mayo Clinic
"Lidocaine And Hydrocortisone (Topical Application Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/lidocaine-and-hydrocortisone-topical-application-route-rectal-route/description/drg-20072751,drug,Mayo Clinic
Lidocaine And Prilocaine (Gingival Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-and-prilocaine-gingival-route/description/drg-20066996,drug,Mayo Clinic
Lidocaine And Prilocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-and-prilocaine-topical-application-route/description/drg-20062126,drug,Mayo Clinic
Lidocaine And Tetracaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-and-tetracaine-topical-application-route/description/drg-20072742,drug,Mayo Clinic
"Lidocaine And Hydrocortisone (Topical Application Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/lidocaine-and-hydrocortisone-topical-application-route-rectal-route/description/drg-20072751,drug,Mayo Clinic
"Anesthetic, Local (Topical Application Route)",https://www.mayoclinic.org//drugs-supplements/anesthetic-local-topical-application-route/description/drg-20070024,drug,Mayo Clinic
Lidocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-topical-application-route/description/drg-20072776,drug,Mayo Clinic
Lidocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-topical-application-route/description/drg-20072776,drug,Mayo Clinic
"Salicylate (Oral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/salicylate-oral-route-rectal-route/description/drg-20070551,drug,Mayo Clinic
"Salicylate (Oral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/salicylate-oral-route-rectal-route/description/drg-20070551,drug,Mayo Clinic
Polyethylene Glycol 3350 (Oral Route),https://www.mayoclinic.org//drugs-supplements/polyethylene-glycol-3350-oral-route/description/drg-20523233,drug,Mayo Clinic
Lifitegrast (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/lifitegrast-ophthalmic-route/description/drg-20312356,drug,Mayo Clinic
Levonorgestrel (Intrauterine Route),https://www.mayoclinic.org//drugs-supplements/levonorgestrel-intrauterine-route/description/drg-20073437,drug,Mayo Clinic
Chlordiazepoxide And Amitriptyline (Oral Route),https://www.mayoclinic.org//drugs-supplements/chlordiazepoxide-and-amitriptyline-oral-route/description/drg-20061741,drug,Mayo Clinic
Chlordiazepoxide And Amitriptyline (Oral Route),https://www.mayoclinic.org//drugs-supplements/chlordiazepoxide-and-amitriptyline-oral-route/description/drg-20061741,drug,Mayo Clinic
Flavocoxid (Oral Route),https://www.mayoclinic.org//drugs-supplements/flavocoxid-oral-route/description/drg-20067393,drug,Mayo Clinic
Linaclotide (Oral Route),https://www.mayoclinic.org//drugs-supplements/linaclotide-oral-route/description/drg-20075770,drug,Mayo Clinic
Linagliptin (Oral Route),https://www.mayoclinic.org//drugs-supplements/linagliptin-oral-route/description/drg-20074875,drug,Mayo Clinic
Linagliptin And Metformin (Oral Route),https://www.mayoclinic.org//drugs-supplements/linagliptin-and-metformin-oral-route/description/drg-20075407,drug,Mayo Clinic
Lincomycin (Injection Route),https://www.mayoclinic.org//drugs-supplements/lincomycin-injection-route/description/drg-20064534,drug,Mayo Clinic
Lincomycin (Injection Route),https://www.mayoclinic.org//drugs-supplements/lincomycin-injection-route/description/drg-20064534,drug,Mayo Clinic
Lindane (Topical Route),https://www.mayoclinic.org//drugs-supplements/lindane-topical-route/description/drg-20064552,drug,Mayo Clinic
Lindane (Topical Route),https://www.mayoclinic.org//drugs-supplements/lindane-topical-route/description/drg-20064552,drug,Mayo Clinic
Linezolid (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/linezolid-intravenous-route/description/drg-20075501,drug,Mayo Clinic
Linezolid (Oral Route),https://www.mayoclinic.org//drugs-supplements/linezolid-oral-route/description/drg-20067254,drug,Mayo Clinic
Linaclotide (Oral Route),https://www.mayoclinic.org//drugs-supplements/linaclotide-oral-route/description/drg-20075770,drug,Mayo Clinic
Baclofen (Intrathecal Route),https://www.mayoclinic.org//drugs-supplements/baclofen-intrathecal-route/description/drg-20062155,drug,Mayo Clinic
Baclofen (Oral Route),https://www.mayoclinic.org//drugs-supplements/baclofen-oral-route/description/drg-20067995,drug,Mayo Clinic
Baclofen (Oral Route),https://www.mayoclinic.org//drugs-supplements/baclofen-oral-route/description/drg-20067995,drug,Mayo Clinic
Liothyronine (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/liothyronine-intravenous-route/description/drg-20069100,drug,Mayo Clinic
Liothyronine (Oral Route),https://www.mayoclinic.org//drugs-supplements/liothyronine-oral-route/description/drg-20069093,drug,Mayo Clinic
Liotrix (Oral Route),https://www.mayoclinic.org//drugs-supplements/liotrix-oral-route/description/drg-20069065,drug,Mayo Clinic
Ethiodized Oil (Injection Route),https://www.mayoclinic.org//drugs-supplements/ethiodized-oil-injection-route/description/drg-20095369,drug,Mayo Clinic
Atorvastatin (Oral Route),https://www.mayoclinic.org//drugs-supplements/atorvastatin-oral-route/description/drg-20067003,drug,Mayo Clinic
Doxorubicin Liposome (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/doxorubicin-liposome-intravenous-route/description/drg-20067522,drug,Mayo Clinic
Doxorubicin Liposome (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/doxorubicin-liposome-intravenous-route/description/drg-20067522,drug,Mayo Clinic
Fenofibrate (Oral Route),https://www.mayoclinic.org//drugs-supplements/fenofibrate-oral-route/description/drg-20068427,drug,Mayo Clinic
Fat Emulsion (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/fat-emulsion-intravenous-route/description/drg-20063792,drug,Mayo Clinic
Atorvastatin And Ezetimibe (Oral Route),https://www.mayoclinic.org//drugs-supplements/atorvastatin-and-ezetimibe-oral-route/description/drg-20060992,drug,Mayo Clinic
Dextroamphetamine (Oral Route),https://www.mayoclinic.org//drugs-supplements/dextroamphetamine-oral-route/description/drg-20071795,drug,Mayo Clinic
Citrate (Oral Route),https://www.mayoclinic.org//drugs-supplements/citrate-oral-route/description/drg-20070114,drug,Mayo Clinic
Sulfur (Topical Route),https://www.mayoclinic.org//drugs-supplements/sulfur-topical-route/description/drg-20066155,drug,Mayo Clinic
Coal Tar (Topical Route),https://www.mayoclinic.org//drugs-supplements/coal-tar-topical-route/description/drg-20068614,drug,Mayo Clinic
Liraglutide (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/liraglutide-subcutaneous-route/description/drg-20073828,drug,Mayo Clinic
Lisdexamfetamine Dimesylate (Oral Route),https://www.mayoclinic.org//drugs-supplements/lisdexamfetamine-dimesylate-oral-route/description/drg-20070888,drug,Mayo Clinic
Lisinopril (Oral Route),https://www.mayoclinic.org//drugs-supplements/lisinopril-oral-route/description/drg-20069129,drug,Mayo Clinic
Lisinopril And Hydrochlorothiazide (Oral Route),https://www.mayoclinic.org//drugs-supplements/lisinopril-and-hydrochlorothiazide-oral-route/description/drg-20069073,drug,Mayo Clinic
Lisocabtagene Maraleucel (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/lisocabtagene-maraleucel-intravenous-route/description/drg-20509577,drug,Mayo Clinic
"Insulin Lispro (Intravenous Route, Subcutaneous Route)",https://www.mayoclinic.org//drugs-supplements/insulin-lispro-intravenous-route-subcutaneous-route/description/drg-20064334,drug,Mayo Clinic
Lithium (Oral Route),https://www.mayoclinic.org//drugs-supplements/lithium-oral-route/description/drg-20064603,drug,Mayo Clinic
Lithium (Oral Route),https://www.mayoclinic.org//drugs-supplements/lithium-oral-route/description/drg-20064603,drug,Mayo Clinic
Pitavastatin (Oral Route),https://www.mayoclinic.org//drugs-supplements/pitavastatin-oral-route/description/drg-20073137,drug,Mayo Clinic
Maralixibat (Oral Route),https://www.mayoclinic.org//drugs-supplements/maralixibat-oral-route/description/drg-20523266,drug,Mayo Clinic
Maribavir (Oral Route),https://www.mayoclinic.org//drugs-supplements/maribavir-oral-route/description/drg-20526952,drug,Mayo Clinic
Lixisenatide (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/lixisenatide-subcutaneous-route/description/drg-20312437,drug,Mayo Clinic
Lidocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-topical-application-route/description/drg-20072776,drug,Mayo Clinic
Lidocaine (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/lidocaine-topical-application-route/description/drg-20072776,drug,Mayo Clinic
"Norethindrone, Ethinyl Estradiol, And Ferrous Fumarate (Oral Route)",https://www.mayoclinic.org//drugs-supplements/norethindrone-ethinyl-estradiol-and-ferrous-fumarate-oral-route/description/drg-20074596,drug,Mayo Clinic
"Norethindrone, Ethinyl Estradiol, And Ferrous Fumarate (Oral Route)",https://www.mayoclinic.org//drugs-supplements/norethindrone-ethinyl-estradiol-and-ferrous-fumarate-oral-route/description/drg-20074596,drug,Mayo Clinic
Ethinyl Estradiol And Norgestrel (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norgestrel-oral-route/description/drg-20406345,drug,Mayo Clinic
"Norgestrel, Ethinyl Estradiol, And Ferrous Fumarate (Oral Route)",https://www.mayoclinic.org//drugs-supplements/norgestrel-ethinyl-estradiol-and-ferrous-fumarate-oral-route/description/drg-20406600,drug,Mayo Clinic
Gallium Ga 68 Psma-11 (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/gallium-ga-68-psma-11-intravenous-route/description/drg-20506366,drug,Mayo Clinic
Hydrocortisone Butyrate (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/hydrocortisone-butyrate-topical-application-route/description/drg-20073943,drug,Mayo Clinic
Hydrocortisone (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/hydrocortisone-topical-application-route/description/drg-20073814,drug,Mayo Clinic
Hydrocortisone Butyrate (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/hydrocortisone-butyrate-topical-application-route/description/drg-20073943,drug,Mayo Clinic
Hydrocortisone (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/hydrocortisone-topical-application-route/description/drg-20073814,drug,Mayo Clinic
Etodolac (Oral Route),https://www.mayoclinic.org//drugs-supplements/etodolac-oral-route/description/drg-20069756,drug,Mayo Clinic
Etodolac (Oral Route),https://www.mayoclinic.org//drugs-supplements/etodolac-oral-route/description/drg-20069756,drug,Mayo Clinic
Lodoxamide (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/lodoxamide-ophthalmic-route/description/drg-20064541,drug,Mayo Clinic
"Antihistamine (Oral Route, Parenteral Route, Rectal Route)",https://www.mayoclinic.org//drugs-supplements/antihistamine-oral-route-parenteral-route-rectal-route/description/drg-20070373,drug,Mayo Clinic
Ethinyl Estradiol And Norethindrone (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norethindrone-oral-route/description/drg-20061319,drug,Mayo Clinic
Estrogen And Progestin Combination (Ovarian Hormone Therapy) (Oral Route),https://www.mayoclinic.org//drugs-supplements/estrogen-and-progestin-combination-ovarian-hormone-therapy-oral-route/description/drg-20070172,drug,Mayo Clinic
Ethinyl Estradiol And Norethindrone (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norethindrone-oral-route/description/drg-20061319,drug,Mayo Clinic
Lofexidine (Oral Route),https://www.mayoclinic.org//drugs-supplements/lofexidine-oral-route/description/drg-20443753,drug,Mayo Clinic
Fenofibrate (Oral Route),https://www.mayoclinic.org//drugs-supplements/fenofibrate-oral-route/description/drg-20068427,drug,Mayo Clinic
Desonide (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/desonide-topical-application-route/description/drg-20073898,drug,Mayo Clinic
Sodium Zirconium Cyclosilicate (Oral Route),https://www.mayoclinic.org//drugs-supplements/sodium-zirconium-cyclosilicate-oral-route/description/drg-20443787,drug,Mayo Clinic
Phentermine (Oral Route),https://www.mayoclinic.org//drugs-supplements/phentermine-oral-route/description/drg-20075169,drug,Mayo Clinic
Lomitapide (Oral Route),https://www.mayoclinic.org//drugs-supplements/lomitapide-oral-route/description/drg-20060682,drug,Mayo Clinic
Diphenoxylate And Atropine (Oral Route),https://www.mayoclinic.org//drugs-supplements/diphenoxylate-and-atropine-oral-route/description/drg-20061751,drug,Mayo Clinic
Diphenoxylate And Atropine (Oral Route),https://www.mayoclinic.org//drugs-supplements/diphenoxylate-and-atropine-oral-route/description/drg-20061751,drug,Mayo Clinic
Lomustine (Oral Route),https://www.mayoclinic.org//drugs-supplements/lomustine-oral-route/description/drg-20064559,drug,Mayo Clinic
Lonafarnib (Oral Route),https://www.mayoclinic.org//drugs-supplements/lonafarnib-oral-route/description/drg-20506373,drug,Mayo Clinic
Lonapegsomatropin-Tcgd (Subcutaneous Route),https://www.mayoclinic.org//drugs-supplements/lonapegsomatropin-tcgd-subcutaneous-route/description/drg-20521763,drug,Mayo Clinic
Loncastuximab Tesirine-Lpyl (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/loncastuximab-tesirine-lpyl-intravenous-route/description/drg-20514884,drug,Mayo Clinic
Glycopyrrolate (Inhalation Route),https://www.mayoclinic.org//drugs-supplements/glycopyrrolate-inhalation-route/description/drg-20165175,drug,Mayo Clinic
Minoxidil (Oral Route),https://www.mayoclinic.org//drugs-supplements/minoxidil-oral-route/description/drg-20068757,drug,Mayo Clinic
Diphenoxylate And Atropine (Oral Route),https://www.mayoclinic.org//drugs-supplements/diphenoxylate-and-atropine-oral-route/description/drg-20061751,drug,Mayo Clinic
Trifluridine And Tipiracil (Oral Route),https://www.mayoclinic.org//drugs-supplements/trifluridine-and-tipiracil-oral-route/description/drg-20155709,drug,Mayo Clinic
Loperamide (Oral Route),https://www.mayoclinic.org//drugs-supplements/loperamide-oral-route/description/drg-20064573,drug,Mayo Clinic
Gemfibrozil (Oral Route),https://www.mayoclinic.org//drugs-supplements/gemfibrozil-oral-route/description/drg-20064018,drug,Mayo Clinic
Lopinavir And Ritonavir (Oral Route),https://www.mayoclinic.org//drugs-supplements/lopinavir-and-ritonavir-oral-route/description/drg-20063001,drug,Mayo Clinic
Estradiol And Norethindrone (Oral Route),https://www.mayoclinic.org//drugs-supplements/estradiol-and-norethindrone-oral-route/description/drg-20095129,drug,Mayo Clinic
Metoprolol (Oral Route),https://www.mayoclinic.org//drugs-supplements/metoprolol-oral-route/description/drg-20071141,drug,Mayo Clinic
Metoprolol (Intravenous Route),https://www.mayoclinic.org//drugs-supplements/metoprolol-intravenous-route/description/drg-20071194,drug,Mayo Clinic
Metoprolol And Hydrochlorothiazide (Oral Route),https://www.mayoclinic.org//drugs-supplements/metoprolol-and-hydrochlorothiazide-oral-route/description/drg-20071224,drug,Mayo Clinic
Ciclopirox (Topical Route),https://www.mayoclinic.org//drugs-supplements/ciclopirox-topical-route/description/drg-20062888,drug,Mayo Clinic
Ciclopirox (Topical Route),https://www.mayoclinic.org//drugs-supplements/ciclopirox-topical-route/description/drg-20062888,drug,Mayo Clinic
Loracarbef (Oral Route),https://www.mayoclinic.org//drugs-supplements/loracarbef-oral-route/description/drg-20064581,drug,Mayo Clinic
Loracarbef (Oral Route),https://www.mayoclinic.org//drugs-supplements/loracarbef-oral-route/description/drg-20064581,drug,Mayo Clinic
Loracarbef (Oral Route),https://www.mayoclinic.org//drugs-supplements/loracarbef-oral-route/description/drg-20064581,drug,Mayo Clinic
Loratadine (Oral Route),https://www.mayoclinic.org//drugs-supplements/loratadine-oral-route/description/drg-20523204,drug,Mayo Clinic
Loratadine (Oral Route),https://www.mayoclinic.org//drugs-supplements/loratadine-oral-route/description/drg-20523204,drug,Mayo Clinic
Loratadine And Pseudoephedrine (Oral Route),https://www.mayoclinic.org//drugs-supplements/loratadine-and-pseudoephedrine-oral-route/description/drg-20528225,drug,Mayo Clinic
Lorazepam (Injection Route),https://www.mayoclinic.org//drugs-supplements/lorazepam-injection-route/description/drg-20072326,drug,Mayo Clinic
Lorazepam (Oral Route),https://www.mayoclinic.org//drugs-supplements/lorazepam-oral-route/description/drg-20072296,drug,Mayo Clinic
Lorazepam (Oral Route),https://www.mayoclinic.org//drugs-supplements/lorazepam-oral-route/description/drg-20072296,drug,Mayo Clinic
Lorlatinib (Oral Route),https://www.mayoclinic.org//drugs-supplements/lorlatinib-oral-route/description/drg-20452266,drug,Mayo Clinic
Lorcaserin (Oral Route),https://www.mayoclinic.org//drugs-supplements/lorcaserin-oral-route/description/drg-20075668,drug,Mayo Clinic
Hydrocodone And Acetaminophen (Oral Route),https://www.mayoclinic.org//drugs-supplements/hydrocodone-and-acetaminophen-oral-route/description/drg-20074089,drug,Mayo Clinic
Lorazepam (Oral Route),https://www.mayoclinic.org//drugs-supplements/lorazepam-oral-route/description/drg-20072296,drug,Mayo Clinic
Lorlatinib (Oral Route),https://www.mayoclinic.org//drugs-supplements/lorlatinib-oral-route/description/drg-20452266,drug,Mayo Clinic
Hydrocodone And Acetaminophen (Oral Route),https://www.mayoclinic.org//drugs-supplements/hydrocodone-and-acetaminophen-oral-route/description/drg-20074089,drug,Mayo Clinic
Drospirenone And Ethinyl Estradiol (Oral Route),https://www.mayoclinic.org//drugs-supplements/drospirenone-and-ethinyl-estradiol-oral-route/description/drg-20061917,drug,Mayo Clinic
Chlorzoxazone (Oral Route),https://www.mayoclinic.org//drugs-supplements/chlorzoxazone-oral-route/description/drg-20071933,drug,Mayo Clinic
Losartan (Oral Route),https://www.mayoclinic.org//drugs-supplements/losartan-oral-route/description/drg-20067341,drug,Mayo Clinic
Losartan And Hydrochlorothiazide (Oral Route),https://www.mayoclinic.org//drugs-supplements/losartan-and-hydrochlorothiazide-oral-route/description/drg-20062877,drug,Mayo Clinic
Loteprednol (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/loteprednol-ophthalmic-route/description/drg-20064589,drug,Mayo Clinic
Corticosteroid (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/corticosteroid-ophthalmic-route/description/drg-20070461,drug,Mayo Clinic
Loteprednol (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/loteprednol-ophthalmic-route/description/drg-20064589,drug,Mayo Clinic
Benazepril (Oral Route),https://www.mayoclinic.org//drugs-supplements/benazepril-oral-route/description/drg-20069193,drug,Mayo Clinic
Benazepril And Hydrochlorothiazide (Oral Route),https://www.mayoclinic.org//drugs-supplements/benazepril-and-hydrochlorothiazide-oral-route/description/drg-20069142,drug,Mayo Clinic
Loteprednol (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/loteprednol-ophthalmic-route/description/drg-20064589,drug,Mayo Clinic
Loteprednol And Tobramycin (Ophthalmic Route),https://www.mayoclinic.org//drugs-supplements/loteprednol-and-tobramycin-ophthalmic-route/description/drg-20062105,drug,Mayo Clinic
Amlodipine And Benazepril (Oral Route),https://www.mayoclinic.org//drugs-supplements/amlodipine-and-benazepril-oral-route/description/drg-20062916,drug,Mayo Clinic
Betamethasone And Clotrimazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/betamethasone-and-clotrimazole-topical-route/description/drg-20061704,drug,Mayo Clinic
Clotrimazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/clotrimazole-topical-route/description/drg-20063212,drug,Mayo Clinic
Miconazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/miconazole-topical-route/description/drg-20068784,drug,Mayo Clinic
Clotrimazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/clotrimazole-topical-route/description/drg-20063212,drug,Mayo Clinic
Betamethasone And Clotrimazole (Topical Route),https://www.mayoclinic.org//drugs-supplements/betamethasone-and-clotrimazole-topical-route/description/drg-20061704,drug,Mayo Clinic
Alosetron (Oral Route),https://www.mayoclinic.org//drugs-supplements/alosetron-oral-route/description/drg-20068243,drug,Mayo Clinic
Lovastatin (Oral Route),https://www.mayoclinic.org//drugs-supplements/lovastatin-oral-route/description/drg-20069029,drug,Mayo Clinic
Omega-3-Acid Ethyl Esters (Oral Route),https://www.mayoclinic.org//drugs-supplements/omega-3-acid-ethyl-esters-oral-route/description/drg-20066973,drug,Mayo Clinic
"Enoxaparin (Intravenous Route, Subcutaneous Route, Injection Route)",https://www.mayoclinic.org//drugs-supplements/enoxaparin-intravenous-route-subcutaneous-route-injection-route/description/drg-20063670,drug,Mayo Clinic
Ethinyl Estradiol And Norgestrel (Oral Route),https://www.mayoclinic.org//drugs-supplements/ethinyl-estradiol-and-norgestrel-oral-route/description/drg-20406345,drug,Mayo Clinic
Loxapine (Inhalation Route),https://www.mayoclinic.org//drugs-supplements/loxapine-inhalation-route/description/drg-20060722,drug,Mayo Clinic
Loxapine (Oral Route),https://www.mayoclinic.org//drugs-supplements/loxapine-oral-route/description/drg-20064610,drug,Mayo Clinic
Loxapine (Oral Route),https://www.mayoclinic.org//drugs-supplements/loxapine-oral-route/description/drg-20064610,drug,Mayo Clinic
Indapamide (Oral Route),https://www.mayoclinic.org//drugs-supplements/indapamide-oral-route/description/drg-20064293,drug,Mayo Clinic
Lubiprostone (Oral Route),https://www.mayoclinic.org//drugs-supplements/lubiprostone-oral-route/description/drg-20069057,drug,Mayo Clinic
Lofexidine (Oral Route),https://www.mayoclinic.org//drugs-supplements/lofexidine-oral-route/description/drg-20443753,drug,Mayo Clinic
Ranibizumab (Intraocular Route),https://www.mayoclinic.org//drugs-supplements/ranibizumab-intraocular-route/description/drg-20070855,drug,Mayo Clinic
Caffeine (Oral Route),https://www.mayoclinic.org//drugs-supplements/caffeine-oral-route/description/drg-20137844,drug,Mayo Clinic
Lucinactant (Intratracheal Route),https://www.mayoclinic.org//drugs-supplements/lucinactant-intratracheal-route/description/drg-20075532,drug,Mayo Clinic
Maprotiline (Oral Route),https://www.mayoclinic.org//drugs-supplements/maprotiline-oral-route/description/drg-20064617,drug,Mayo Clinic
Dyphylline (Oral Route),https://www.mayoclinic.org//drugs-supplements/dyphylline-oral-route/description/drg-20063614,drug,Mayo Clinic
Dyphylline (Oral Route),https://www.mayoclinic.org//drugs-supplements/dyphylline-oral-route/description/drg-20063614,drug,Mayo Clinic
Luliconazole (Topical Application Route),https://www.mayoclinic.org//drugs-supplements/luliconazole-topical-application-route/description/drg-20084851,drug,Mayo Clinic
Lumacaftor And Ivacaftor (Oral Route),https://www.mayoclinic.org//drugs-supplements/lumacaftor-and-ivacaftor-oral-route/description/drg-20150906,drug,Mayo Clinic
